INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,3,95.1,89.1,95.1,92.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,4,95.1,90.2,95.1,93.6
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,5,95.1,89.8,95.1,88.4
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,6,95.1,89.7,95.1,88.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,7,95.1,89.2,95.1,86.5
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,8,95.1,88.8,95.1,86.8
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,9,95.1,89.1,95.1,91.4
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,10,95.1,89.6,95.1,93.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,11,95.1,89.8,95.1,92.4
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,12,95.1,89.9,95.1,91.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,1,90.8,88.3,90.8,88.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,2,90.8,86.18,90.8,83.92
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,3,90.8,87.32,90.8,89.53
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,4,90.8,89,90.8,94.6
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,5,90.8,89.3,90.8,90.4
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,6,90.8,89.9,90.8,92.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,7,90.8,89,90.8,84.6
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,8,90.8,89,90.8,89.2
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,9,90.8,89.1,90.8,89.8
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,10,90.8,89.89,90.8,93.55
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,11,90.8,89.8,90.8,91.8
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,12,90.8,90,90.8,92.6
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,1,90.8,90.6,90.8,90.6
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,2,90.8,91,90.8,91.4
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,3,90.8,91.8,90.8,93.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,4,90.8,91.9,90.8,92.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,5,90.8,92.4,90.8,94.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,6,90.8,92,90.8,89.8
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,7,90.8,90.3,90.8,80.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,8,90.8,89.8,90.8,87
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,9,90.8,90.2,90.8,93.1
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,10,90.8,90.1,90.8,88.7
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,11,90.8,90.1,90.8,90
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,12,90.8,90.2,90.8,92.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,1,90.8,91.7,90.8,91.7
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,2,90.8,90.3,90.8,88.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,3,90.8,90.6,90.8,91.1
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,4,90.8,90.9,90.8,91.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,5,90.8,90.5,90.8,89
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,6,90.8,89.6,90.8,85.2
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,7,90.8,89,90.8,85.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,8,90.8,88.9,90.8,88.2
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,9,90.8,89.1,90.8,90.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,10,90.8,89.2,90.8,90.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,11,90.8,89.2,90.8,88.7
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,12,90.8,88.8,90.8,83.9
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,1,90.8,82.3,90.8,82.3
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,2,90.8,87.8,90.8,94
373907,20421,Long Island Rail Road,Montauk Branch - OTP,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,3,90.8,88.7,90.8,90.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,1,0,95.7,0,95.7
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,2,0,94.6,0,93.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,3,0,93.9,0,92.6
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,4,0,93.9,0,94
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,5,0,94.3,0,95.8
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,6,0,94.3,0,94.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,7,0,94.4,0,94.7
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,8,0,94.4,0,94.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,9,0,94.2,0,92.8
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,10,0,94,0,91.8
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,11,0,93.5,0,88.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,12,0,93.7,0,95.8
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,1,0,95.3,0,95.3
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,2,0,94.6,0,93.7
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,3,0,94.6,0,94.6
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,4,0,95.2,0,96.9
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,5,0,95.5,0,96.5
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,6,0,95.4,0,95.2
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,7,0,95.4,0,95.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,8,0,95.5,0,96.3
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,9,0,95.5,0,95.1
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,10,0,95.3,0,93.6
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,11,0,95.3,0,95.1
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,12,0,94.9,0,90.9
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,1,95.1,97.3,95.1,97.3
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,2,95.1,94.5,95.1,91.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,3,95.1,94.1,95.1,93.3
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,4,95.1,94.1,95.1,94.1
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,5,95.1,94.5,95.1,96
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,6,95.1,94.3,95.1,93.4
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,7,95.1,94.3,95.1,94.7
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,8,95.1,93.2,95.1,85.6
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,9,95.1,93.1,95.1,92
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,10,95.1,93,95.1,92.7
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,11,95.1,93.1,95.1,93.8
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2010,12,95.1,93.3,95.1,92
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2011,1,95.1,86.5,95.1,86.5
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2011,2,95.1,89.2,95.1,92.3
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2011,3,95.1,92,95.1,96.9
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2011,4,95.1,93.5,95.1,97.9
373908,20421,Long Island Rail Road,Oyster Bay Branch - OTP ,"The percentage of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2011,5,95.1,93.7,95.1,94.6
